,Códigodo fundo,Setor,Preço Atual,Liquidez Diária,Dividendo,DividendYield,DY (3M)Acumulado,DY (6M)Acumulado,DY (12M)Acumulado,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,PatrimônioLíq.,VPA,P/VPA,DYPatrimonial,VariaçãoPatrimonial,Rentab. Patr.no Período,Rentab. Patr.Acumulada,VacânciaFísica,VacânciaFinanceira,QuantidadeAtivos
0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,APTO11,Híbrido,"R$ 10,58",35.0,"R$ 0,03","0,30%",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 9.494.846,65","R$ 9,59","1,10",N/A,N/A,N/A,N/A,N/A,N/A,0
2,FIVN11,Shoppings,"R$ 2,79",24552.0,"R$ 0,00","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 65.805.766,28","R$ 6,99","0,40",N/A,N/A,N/A,N/A,"56,00%",N/A,1
3,BZLI11,Títulos e Val. Mob.,"R$ 14,70",44041.0,"R$ 0,00","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,68%","0,68%","1,14%","R$ 432.739.853,66","R$ 10,89","1,35",N/A,N/A,N/A,N/A,N/A,N/A,0
4,XTED11,Lajes Corporativas,"R$ 6,33",1436.0,"R$ 0,00","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","1,10%","1,10%","-37,83%","R$ 26.172.643,85","R$ 13,52","0,47",N/A,N/A,N/A,N/A,"0,00%","100,00%",1
5,ALMI11,Lajes Corporativas,"R$ 1.010,00",40.0,"R$ 0,00","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","2,27%","2,27%","-28,29%","R$ 250.264.016,46","R$ 2.251,04","0,45",N/A,N/A,N/A,N/A,"68,15%",N/A,1
6,PABY11,Híbrido,"R$ 11,48",2.0,"R$ 0,00","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","-19,84%","-19,84%","-31,62%","R$ -8.246.025,21","R$ -10,87","-1,06",N/A,N/A,N/A,N/A,N/A,N/A,1
7,ORPD11,Títulos e Val. Mob.,"R$ 129,72",1.0,"R$ 1,38",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 44.218.407,47","R$ 152,48","0,85",N/A,N/A,N/A,N/A,N/A,N/A,0
8,RBLG11,Logística,"R$ 85,00",21.0,"R$ 0,80","0,91%","2,64%","4,60%","0,00%","0,88%","0,77%","0,00%","5,99%","0,89%","1,81%","-14,15%","R$ 68.689.321,59","R$ 107,29","0,79",N/A,N/A,N/A,N/A,"0,00%",N/A,1
9,QAGR11,Outros,"R$ 51,14",8443.0,"R$ 0,39","0,77%","2,31%","4,53%","8,80%","0,77%","0,76%","0,73%","8,31%","3,02%","3,81%","0,70%","R$ 301.164.497,72","R$ 59,75","0,86",N/A,N/A,N/A,N/A,N/A,N/A,12
10,GGRC11,Logística,"R$ 115,20",11212.0,"R$ 0,82","0,72%","2,18%","4,24%","7,76%","0,73%","0,71%","0,65%","7,76%","7,83%","8,60%","-12,39%","R$ 1.023.742.704,72","R$ 131,95","0,87",N/A,N/A,N/A,N/A,"0,00%","0,00%",15
11,CXRI11,Híbrido,"R$ 67,00",304.0,"R$ 0,55","0,80%","2,10%","3,94%","7,27%","0,70%","0,66%","0,61%","7,27%","0,59%","1,40%","-35,12%","R$ 138.937.265,23","R$ 88,17","0,76",N/A,N/A,N/A,N/A,N/A,N/A,0
12,CRFF11,Títulos e Val. Mob.,"R$ 66,69",13.0,"R$ 0,51","0,75%","1,92%","3,62%","7,14%","0,64%","0,60%","0,60%","7,14%","1,37%","2,13%","-11,62%","R$ 61.069.208,29","R$ 88,50","0,75",N/A,N/A,N/A,N/A,N/A,N/A,0
13,FATN11,Híbrido,"R$ 99,06",356.0,"R$ 0,79","0,80%","2,22%","4,28%","8,19%","0,74%","0,71%","0,68%","8,19%","-4,41%","-3,64%","6,71%","R$ 82.067.157,50","R$ 101,18","0,98",N/A,N/A,N/A,N/A,"0,00%",N/A,7
14,BIME11,,"R$ 9,40",33641.0,"R$ 0,10","1,05%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","1,05%","0,00%","1,05%","1,05%","R$ 55.918.188,04","R$ 9,57","0,98",N/A,N/A,N/A,N/A,N/A,N/A,0
15,SCPF11,Shoppings,"R$ 7,79",291.0,"R$ 0,03","0,39%","0,74%","1,45%","3,03%","0,25%","0,24%","0,25%","2,19%","0,00%","0,39%","-17,29%","R$ 52.548.899,51","R$ 12,51","0,62",N/A,N/A,N/A,N/A,"27,90%",N/A,1
16,FISC11,Lajes Corporativas,"R$ 165,00",200.0,"R$ 0,22","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 251.458.437,24","R$ 153,06","1,08",N/A,N/A,N/A,N/A,N/A,N/A,0
17,FLMA11,Híbrido,"R$ 120,68",605.0,"R$ 0,80","0,66%","1,51%","2,75%","4,84%","0,50%","0,46%","0,40%","4,84%","-2,31%","-1,66%","4.110,92%","R$ 216.308.774,34","R$ 156,67","0,77",N/A,N/A,N/A,N/A,"6,00%",N/A,2
18,BREV11,Híbrido,"R$ 96,10",333.0,"R$ 0,54","0,57%","1,68%","3,19%","5,88%","0,56%","0,53%","0,49%","5,88%","1,43%","2,01%","-11,89%","R$ 106.233.108,69","R$ 109,84","0,87",N/A,N/A,N/A,N/A,"0,00%",N/A,12
19,BLMR11,Títulos e Val. Mob.,"R$ 7,87",55309.0,"R$ 0,08","1,05%","2,80%","5,32%","0,00%","0,93%","0,89%","0,00%","8,77%","5,79%","6,89%","-90,82%","R$ 220.597.474,78","R$ 8,64","0,91",N/A,N/A,N/A,N/A,N/A,N/A,0
20,ONEF11,Lajes Corporativas,"R$ 136,00",1779.0,"R$ 0,86","0,63%","1,68%","3,20%","5,96%","0,56%","0,53%","0,50%","0,63%","0,00%","0,63%","0,63%","R$ 159.164.173,48","R$ 174,71","0,78",N/A,N/A,N/A,N/A,"0,00%",N/A,1
21,RCRB11,Lajes Corporativas,"R$ 132,00",2907.0,"R$ 0,55","0,42%","1,76%","3,59%","6,65%","0,59%","0,60%","0,55%","0,42%","0,00%","0,42%","0,42%","R$ 728.157.489,25","R$ 197,30","0,67","0,48%","1,61%","2,10%","3,49%","14,40%",N/A,10
22,MBRF11,Outros,"R$ 681,01",17.0,"R$ 9,50","1,19%","3,72%","6,42%","11,31%","1,24%","1,07%","0,94%","1,19%","0,00%","1,19%","1,19%","R$ 113.428.869,55","R$ 1.115,72","0,61",N/A,N/A,N/A,N/A,"0,00%",N/A,2
23,VSLH11,Outros,"R$ 9,61",133496.0,"R$ 0,12","1,23%","3,75%","8,10%","0,00%","1,25%","1,35%","0,00%","13,32%","-1,51%","-0,30%","11,74%","R$ 294.618.792,24","R$ 9,87","0,97",N/A,N/A,N/A,N/A,N/A,N/A,0
24,HCTR11,Outros,"R$ 125,81",59408.0,"R$ 1,60","1,26%","3,88%","7,59%","15,70%","1,29%","1,27%","1,31%","15,70%","4,12%","5,44%","-4,54%","R$ 2.387.196.759,76","R$ 117,52","1,07",N/A,N/A,N/A,N/A,N/A,N/A,0
25,DEVA11,Títulos e Val. Mob.,"R$ 101,71",88405.0,"R$ 1,35","1,31%","4,09%","7,97%","15,00%","1,36%","1,33%","1,25%","15,00%","2,65%","4,00%","-16,99%","R$ 1.347.212.876,56","R$ 96,88","1,05",N/A,N/A,N/A,N/A,N/A,N/A,0
26,FAED11,Outros,"R$ 142,00",497.0,"R$ 1,22","0,83%","2,44%","4,69%","8,89%","0,81%","0,78%","0,74%","8,89%","-0,47%","0,36%","-18,57%","R$ 137.412.142,23","R$ 213,98","0,66","0,54%","0,00%","0,54%","4,55%","0,00%",N/A,3
27,MAXR11,Outros,"R$ 85,82",628.0,"R$ 0,70","0,85%","2,41%","5,73%","9,12%","0,80%","0,96%","0,76%","8,50%","-0,59%","0,26%","-95,25%","R$ 135.304.378,59","R$ 120,20","0,71",N/A,N/A,N/A,N/A,"11,20%",N/A,8
28,JRDM11,Shoppings,"R$ 69,01",3709.0,"R$ 0,52","0,75%","2,12%","2,88%","4,92%","0,71%","0,48%","0,41%","4,24%","14,17%","15,03%","13,34%","R$ 220.231.960,80","R$ 87,29","0,79",N/A,N/A,N/A,N/A,"3,20%",N/A,1
29,BRCR11,Híbrido,"R$ 71,28",31923.0,"R$ 0,50","0,70%","2,13%","3,97%","7,29%","0,71%","0,66%","0,61%","6,74%","3,05%","3,77%","-10,28%","R$ 2.828.515.163,30","R$ 106,18","0,67",N/A,N/A,N/A,N/A,"23,30%","15,00%",14
30,EQIN11,Títulos e Val. Mob.,"R$ 92,59",3392.0,"R$ 0,93","1,00%","3,50%","6,33%","11,67%","1,17%","1,05%","0,97%","11,67%","0,94%","1,95%","-0,91%","R$ 139.997.733,91","R$ 96,35","0,96",N/A,N/A,N/A,N/A,N/A,N/A,0
31,FEXC11,Títulos e Val. Mob.,"R$ 87,73",8801.0,"R$ 0,93","1,05%","3,10%","5,54%","10,72%","1,03%","0,92%","0,89%","10,72%","6,98%","8,10%","4,76%","R$ 571.393.942,82","R$ 93,62","0,94",N/A,N/A,N/A,N/A,N/A,N/A,0
32,BTCR11,Títulos e Val. Mob.,"R$ 90,37",10061.0,"R$ 0,91","0,98%","2,83%","5,24%","9,48%","0,94%","0,87%","0,79%","9,48%","2,06%","3,06%","14,61%","R$ 472.571.529,91","R$ 98,25","0,92",N/A,N/A,N/A,N/A,N/A,N/A,0
33,BMLC11,Lajes Corporativas,"R$ 91,00",265.0,"R$ 0,94","1,04%","2,50%","4,39%","7,96%","0,83%","0,73%","0,66%","7,96%","2,27%","3,34%","2,04%","R$ 106.563.744,62","R$ 106,73","0,85","0,65%","-0,01%","0,64%","4,94%","0,00%",N/A,2
34,TORD11,Outros,"R$ 9,73",62160.0,"R$ 0,08","0,83%","2,41%","5,93%","11,26%","0,80%","0,99%","0,94%","11,26%","-1,22%","-0,41%","-9,70%","R$ 452.337.268,81","R$ 12,90","0,75",N/A,N/A,N/A,N/A,N/A,N/A,0
35,SEQR11,Outros,"R$ 77,90",1486.0,"R$ 0,63","0,83%","2,48%","5,04%","0,00%","0,83%","0,84%","0,00%","8,15%","4,85%","5,72%","-10,95%","R$ 154.396.953,32","R$ 95,99","0,81",N/A,N/A,N/A,N/A,"0,00%",N/A,0
36,BCFF11,Títulos e Val. Mob.,"R$ 77,16",72657.0,"R$ 0,54","0,77%","2,22%","4,22%","7,82%","0,74%","0,70%","0,65%","7,82%","-0,44%","0,33%","-17,84%","R$ 1.932.209.076,88","R$ 76,72","1,01","0,65%","-2,36%","-1,73%","-0,85%",N/A,N/A,0
37,BLMG11,Logística,"R$ 95,70",11854.0,"R$ 0,90","0,96%","2,86%","5,62%","0,00%","0,95%","0,94%","0,00%","9,70%","-1,40%","-0,45%","-1,95%","R$ 361.286.958,60","R$ 94,81","1,01",N/A,N/A,N/A,N/A,"0,00%","0,00%",4
38,DVFF11,Híbrido,"R$ 93,60",4.0,"R$ 0,70","0,73%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","2,59%","13,90%","14,74%","18,30%","R$ 103.014.517,94","R$ 93,57","1,00",N/A,N/A,N/A,N/A,N/A,N/A,0
39,CEOC11,Lajes Corporativas,"R$ 57,51",2020.0,"R$ 0,43","0,73%","2,36%","4,49%","8,37%","0,79%","0,75%","0,70%","8,37%","4,70%","5,46%","-10,90%","R$ 156.336.111,14","R$ 86,10","0,67","0,54%","-0,08%","0,45%","3,72%","0,00%",N/A,1
40,MGFF11,Títulos e Val. Mob.,"R$ 67,25",16761.0,"R$ 0,56","0,85%","2,41%","4,58%","8,89%","0,80%","0,76%","0,74%","8,89%","2,86%","3,73%","-17,37%","R$ 670.102.751,59","R$ 74,04","0,91","0,68%","-3,32%","-2,66%","-9,98%",N/A,N/A,0
41,RBRL11,Logística,"R$ 96,50",5541.0,"R$ 0,85","0,91%","2,67%","4,76%","8,45%","0,89%","0,79%","0,70%","8,45%","6,30%","7,27%","-5,80%","R$ 711.004.292,61","R$ 106,33","0,91","0,75%","-0,27%","0,48%","6,83%","0,00%","0,00%",6
42,RBRP11,Outros,"R$ 71,36",19472.0,"R$ 0,46","0,65%","1,93%","3,63%","6,41%","0,64%","0,60%","0,53%","6,41%","-5,03%","-4,41%","-22,85%","R$ 1.007.350.492,52","R$ 82,71","0,86","0,56%","-1,38%","-0,83%","-0,37%","10,00%","5,00%",17
43,FLCR11,Títulos e Val. Mob.,"R$ 101,68",5807.0,"R$ 1,77","1,73%","4,67%","8,03%","0,00%","1,56%","1,34%","0,00%","8,03%","0,72%","2,46%","10,33%","R$ 50.185.828,63","R$ 100,37","1,01",N/A,N/A,N/A,N/A,N/A,N/A,0
44,RECT11,Híbrido,"R$ 72,50",9285.0,"R$ 0,54","0,75%","2,37%","4,32%","8,84%","0,79%","0,72%","0,74%","8,84%","6,37%","7,17%","-17,99%","R$ 753.333.282,94","R$ 92,10","0,79","0,63%","-0,40%","0,22%","1,90%","16,60%",N/A,8
45,RELG11,Híbrido,"R$ 81,26",1008.0,"R$ 0,81","1,00%","3,16%","5,73%","10,17%","1,05%","0,96%","0,85%","10,17%","10,88%","12,00%","-8,82%","R$ 127.381.730,29","R$ 95,45","0,85","0,87%","-0,21%","0,65%","7,15%","11,30%","11,30%",3
46,RECR11,Títulos e Val. Mob.,"R$ 101,50",65793.0,"R$ 1,46","1,44%","3,72%","6,86%","13,25%","1,24%","1,14%","1,10%","13,25%","2,83%","4,31%","3,31%","R$ 2.312.002.560,52","R$ 95,31","1,06","1,24%","0,13%","1,37%","13,03%",N/A,N/A,0
47,GTLG11,,"R$ 100,04",2.0,"R$ 0,70","0,70%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","1,40%","-0,48%","0,22%","0,92%","R$ 707.276.465,63","R$ 98,60","1,01",N/A,N/A,N/A,N/A,N/A,N/A,0
48,BLCA11,Lajes Corporativas,"R$ 100,00",5.0,"R$ 0,53","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 160.740.969,06","R$ 100,46","1,00",N/A,N/A,N/A,N/A,"0,00%",N/A,1
49,CPFF11,Híbrido,"R$ 70,00",26810.0,"R$ 0,61","0,87%","2,23%","5,01%","10,75%","0,74%","0,83%","0,90%","10,75%","-0,74%","0,13%","-8,28%","R$ 412.802.106,88","R$ 75,75","0,92","0,61%","-2,17%","-1,57%","-1,62%",N/A,N/A,0
50,RVBI11,Títulos e Val. Mob.,"R$ 82,09",5190.0,"R$ 0,75","0,90%","2,80%","5,31%","9,92%","0,93%","0,89%","0,83%","9,92%","1,50%","2,41%","-4,29%","R$ 127.581.764,58","R$ 88,60","0,93",N/A,N/A,N/A,N/A,N/A,N/A,0
51,CVBI11,Títulos e Val. Mob.,"R$ 101,80",40580.0,"R$ 1,12","1,09%","3,31%","6,31%","12,24%","1,10%","1,05%","1,02%","12,24%","1,58%","2,69%","6,90%","R$ 1.051.732.082,10","R$ 1,00","101,80",N/A,N/A,N/A,N/A,N/A,N/A,0
52,GAME11,Híbrido,"R$ 102,00",4.0,"R$ 1,08","1,04%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","1,04%","0,00%","1,04%","1,04%","R$ 205.123.675,99","R$ 99,57","1,02",N/A,N/A,N/A,N/A,N/A,N/A,0
53,IBFF11,Títulos e Val. Mob.,"R$ 59,69",621.0,"R$ 0,50","0,84%","2,58%","5,14%","8,42%","0,86%","0,86%","0,70%","8,42%","0,35%","1,19%","-17,65%","R$ 50.937.396,97","R$ 76,40","0,78",N/A,N/A,N/A,N/A,N/A,N/A,0
54,IBCR11,Títulos e Val. Mob.,"R$ 95,74",1399.0,"R$ 1,50","1,55%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","4,72%","1,45%","3,02%","8,38%","R$ 79.447.521,22","R$ 98,95","0,97",N/A,N/A,N/A,N/A,N/A,N/A,0
55,IRDM11,Títulos e Val. Mob.,"R$ 107,14",104561.0,"R$ 1,43","1,32%","3,67%","6,55%","11,72%","1,22%","1,09%","0,98%","11,72%","3,84%","5,21%","-17,06%","R$ 2.692.489.672,14","R$ 96,16","1,11","1,17%","-0,79%","0,37%","9,87%",N/A,N/A,0
56,RBRR11,Títulos e Val. Mob.,"R$ 99,59",42574.0,"R$ 1,07","1,08%","2,93%","5,46%","9,87%","0,98%","0,91%","0,82%","9,87%","1,84%","2,94%","13,79%","R$ 1.052.526.047,54","R$ 101,57","0,98","0,89%","1,88%","2,78%","7,25%",N/A,N/A,0
57,RBRY11,Títulos e Val. Mob.,"R$ 105,06",9449.0,"R$ 1,34","1,28%","3,34%","5,71%","10,23%","1,11%","0,95%","0,85%","10,23%","1,88%","3,18%","8,90%","R$ 353.780.750,14","R$ 104,14","1,01","1,08%","0,71%","1,79%","4,75%",N/A,N/A,0
58,IRIM11,Híbrido,"R$ 113,00",449.0,"R$ 1,50","1,33%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","3,83%","0,36%","1,69%","3,88%","R$ 129.732.965,13","R$ 99,79","1,13","1,39%","-1,30%","0,08%","3,33%",N/A,N/A,0
59,RBRF11,Títulos e Val. Mob.,"R$ 76,65",25411.0,"R$ 0,61","0,81%","2,50%","4,77%","8,74%","0,83%","0,80%","0,73%","8,74%","4,31%","5,16%","-18,09%","R$ 1.126.170.984,40","R$ 82,32","0,93","0,73%","-2,34%","-1,63%","-2,22%",N/A,N/A,0
60,CPTS11,Títulos e Val. Mob.,"R$ 96,78",75082.0,"R$ 1,10","1,12%","3,17%","6,20%","12,26%","1,06%","1,03%","1,02%","12,26%","0,02%","1,14%","7,32%","R$ 2.650.260.334,39","R$ 94,74","1,02","1,06%","1,13%","2,20%","7,93%",N/A,N/A,0
61,ATSA11,Shoppings,"R$ 99,34",1.0,"R$ 0,25","0,18%","0,59%","1,30%","2,97%","0,20%","0,22%","0,25%","0,37%","0,74%","0,92%","1,10%","R$ 171.921.865,51","R$ 98,18","1,01",N/A,N/A,N/A,N/A,"21,40%",N/A,1
62,VGIP11,Outros,"R$ 100,15",52222.0,"R$ 1,65","1,60%","4,45%","7,83%","13,44%","1,48%","1,31%","1,12%","13,44%","5,36%","7,04%","3,12%","R$ 715.092.271,19","R$ 97,27","1,03","1,59%","1,62%","3,24%","11,13%",N/A,N/A,0
63,MCHF11,Títulos e Val. Mob.,"R$ 10,03",7767.0,"R$ 0,12","1,19%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","3,36%","-0,20%","0,99%","2,08%","R$ 78.592.177,52","R$ 9,46","1,06","1,27%","-12,83%","-11,73%","-2,27%",N/A,N/A,0
64,VGIR11,Títulos e Val. Mob.,"R$ 99,35",13327.0,"R$ 0,92","0,92%","2,43%","4,49%","7,84%","0,81%","0,75%","0,65%","7,84%","2,96%","3,91%","22,43%","R$ 438.106.848,72","R$ 97,22","1,02","0,82%","0,09%","0,91%","4,18%",N/A,N/A,0
65,MCCI11,Títulos e Val. Mob.,"R$ 102,00",42491.0,"R$ 1,00","0,97%","2,95%","5,89%","10,45%","0,98%","0,98%","0,87%","10,45%","1,14%","2,12%","11,07%","R$ 1.273.722.037,22","R$ 102,58","0,99","0,97%","1,41%","2,40%","7,22%",N/A,N/A,0
66,MGHT11,Hotel,"R$ 89,34",264.0,"R$ 0,80","0,89%","2,72%","4,72%","8,83%","0,91%","0,79%","0,74%","8,83%","6,67%","7,62%","-2,17%","R$ 131.018.947,00","R$ 99,73","0,90",N/A,N/A,N/A,N/A,N/A,N/A,0
67,GCRI11,Títulos e Val. Mob.,"R$ 98,24",910.0,"R$ 1,38","1,39%","3,57%","6,63%","0,00%","1,19%","1,11%","0,00%","9,52%","1,02%","2,42%","6,98%","R$ 100.208.755,09","R$ 100,18","0,98",N/A,N/A,N/A,N/A,N/A,N/A,0
68,MORE11,Títulos e Val. Mob.,"R$ 75,16",7544.0,"R$ 0,70","0,92%","2,66%","5,21%","8,89%","0,89%","0,87%","0,74%","8,89%","5,42%","6,39%","-24,92%","R$ 202.657.376,23","R$ 87,39","0,86","0,74%","-3,41%","-2,69%","-6,83%",N/A,N/A,0
69,NAVT11,Títulos e Val. Mob.,"R$ 73,91",1175.0,"R$ 0,60","0,80%","2,47%","4,86%","0,00%","0,82%","0,81%","0,00%","5,92%","4,15%","4,99%","-13,35%","R$ 97.435.373,81","R$ 92,40","0,80",N/A,N/A,N/A,N/A,N/A,N/A,0
70,BRLA11,Híbrido,"R$ 147,00",1.0,"R$ 0,99","0,71%","2,02%","2,02%","2,02%","0,67%","0,34%","0,17%","2,02%","-4,08%","-3,41%","-3,45%","R$ 240.018.351,65","R$ 161,30","0,91","0,61%","0,01%","0,62%","-0,88%",N/A,N/A,0
71,MGCR11,Títulos e Val. Mob.,"R$ 90,99",1366.0,"R$ 1,00","1,14%","3,21%","5,86%","10,87%","1,07%","0,98%","0,91%","10,87%","3,61%","4,79%","2,01%","R$ 136.040.564,39","R$ 95,65","0,95","0,99%","-0,58%","0,41%","8,99%",N/A,N/A,0
72,TRNT11,Lajes Corporativas,"R$ 109,70",516.0,"R$ 0,60","0,55%","1,21%","1,91%","3,72%","0,40%","0,32%","0,31%","3,72%","9,96%","10,56%","-26,64%","R$ 814.380.621,51","R$ 206,93","0,53","0,17%","-0,01%","0,16%","1,25%","50,90%",N/A,1
73,BLCP11,Outros,"R$ 83,99",115.0,"R$ 0,52","0,62%","1,33%","3,02%","6,84%","0,44%","0,50%","0,57%","6,84%","9,80%","10,48%","-13,67%","R$ 225.882.453,79","R$ 98,37","0,85","0,51%","0,00%","0,51%","1,48%","7,90%",N/A,2
74,GCFF11,Títulos e Val. Mob.,"R$ 76,80",265.0,"R$ 0,79","1,04%","2,90%","5,45%","10,81%","0,97%","0,91%","0,90%","10,81%","3,26%","4,34%","-9,97%","R$ 30.939.254,59","R$ 91,37","0,84",N/A,N/A,N/A,N/A,N/A,N/A,0
75,ARCT11,Híbrido,"R$ 106,15",8659.0,"R$ 1,70","1,58%","4,69%","7,52%","16,32%","1,56%","1,25%","1,36%","16,32%","5,37%","7,03%","-8,66%","R$ 252.891.029,37","R$ 100,79","1,05",N/A,N/A,N/A,N/A,N/A,N/A,4
76,RZAK11,Títulos e Val. Mob.,"R$ 93,37",29487.0,"R$ 1,32","1,39%","3,87%","6,18%","9,73%","1,29%","1,03%","0,81%","9,73%","13,23%","14,81%","4,75%","R$ 283.956.920,58","R$ 94,60","0,99",N/A,N/A,N/A,N/A,N/A,N/A,0
77,AFHI11,Títulos e Val. Mob.,"R$ 99,99",5009.0,"R$ 1,30","1,28%","3,78%","6,88%","0,00%","1,26%","1,15%","0,00%","8,45%","3,35%","4,68%","15,29%","R$ 176.825.735,80","R$ 98,91","1,01","1,26%","1,20%","2,47%","8,01%",N/A,N/A,0
78,OULG11,Outros,"R$ 52,69",762.0,"R$ 0,50","0,94%","2,83%","5,15%","9,30%","0,94%","0,86%","0,78%","9,30%","2,52%","3,49%","-24,56%","R$ 183.176.183,14","R$ 73,82","0,71",N/A,N/A,N/A,N/A,"0,00%",N/A,2
79,OUFF11,Títulos e Val. Mob.,"R$ 70,12",1442.0,"R$ 0,67","0,94%","2,83%","5,53%","10,12%","0,94%","0,92%","0,84%","10,12%","-1,38%","-0,45%","-9,28%","R$ 147.821.445,27","R$ 81,47","0,86",N/A,N/A,N/A,N/A,N/A,N/A,0
80,OURE11,Títulos e Val. Mob.,"R$ 86,04",3495.0,"R$ 1,16","1,33%","3,87%","6,88%","11,92%","1,29%","1,15%","0,99%","11,92%","0,00%","1,33%","2,95%","R$ 100.363.668,32","R$ 93,18","0,92",N/A,N/A,N/A,N/A,N/A,N/A,0
81,SNCI11,Títulos e Val. Mob.,"R$ 103,40",10412.0,"R$ 1,20","1,15%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","3,50%","4,11%","5,31%","8,09%","R$ 155.304.701,95","R$ 101,69","1,02","1,18%","0,75%","1,94%","3,43%",N/A,N/A,0
82,SNFF11,Títulos e Val. Mob.,"R$ 90,75",12394.0,"R$ 0,65","0,71%","2,18%","4,25%","0,00%","0,73%","0,71%","0,00%","4,77%","2,20%","2,93%","-3,75%","R$ 215.906.222,37","R$ 86,36","1,05","0,81%","-4,42%","-3,65%","-6,86%",N/A,N/A,0
83,CORM11,Híbrido,"R$ 100,00",25.0,"R$ 1,06","1,04%","3,14%","6,15%","0,00%","1,05%","1,03%","0,00%","7,18%","-2,56%","-1,54%","-0,39%","R$ 85.361.211,11","R$ 93,06","1,07","1,14%","-1,28%","-0,16%","0,12%",N/A,N/A,0
84,AFOF11,Títulos e Val. Mob.,"R$ 87,00",3027.0,"R$ 0,84","0,98%","3,06%","13,60%","0,00%","1,02%","2,27%","0,00%","4,84%","4,69%","5,71%","-5,00%","R$ 72.409.198,26","R$ 104,76","0,83",N/A,N/A,N/A,N/A,N/A,N/A,0
85,RECX11,Outros,"R$ 87,99",19.0,"R$ 1,00","1,13%","3,25%","5,78%","0,00%","1,08%","0,96%","0,00%","8,74%","-0,38%","0,74%","-3,72%","R$ 18.534.238,67","R$ 84,90","1,04","1,18%","-3,35%","-2,21%","-2,79%",N/A,N/A,0
86,BLMC11,Outros,"R$ 98,90",15.0,"R$ 1,12","1,12%","3,39%","6,37%","0,00%","1,13%","1,06%","0,00%","7,74%","0,81%","1,94%","5,56%","R$ 40.334.937,40","R$ 100,96","0,98","1,19%","0,95%","2,15%","5,46%",N/A,N/A,0
87,BTLG11,Logística,"R$ 105,33",33764.0,"R$ 0,72","0,68%","2,08%","4,10%","7,55%","0,69%","0,68%","0,63%","7,55%","1,54%","2,23%","-3,79%","R$ 1.522.704.994,65","R$ 99,99","1,05","0,72%","-0,29%","0,43%","3,68%",N/A,"2,80%",16
88,XPIN11,Outros,"R$ 92,38",6080.0,"R$ 0,63","0,67%","2,12%","4,09%","7,56%","0,71%","0,68%","0,63%","7,56%","4,31%","5,01%","-12,05%","R$ 786.901.110,67","R$ 110,05","0,84",N/A,N/A,N/A,N/A,"16,30%",N/A,5
89,MCHY11,Títulos e Val. Mob.,"R$ 120,00",62.0,"R$ 1,30","1,08%","3,26%","0,00%","0,00%","1,09%","0,00%","0,00%","4,44%","1,21%","2,31%","13,50%","R$ 358.520.000,88","R$ 101,36","1,18","1,28%","2,51%","3,83%","8,15%",N/A,N/A,0
90,MATV11,Títulos e Val. Mob.,"R$ 99,10",4.0,"R$ 1,20","1,21%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","1,21%","0,00%","1,21%","1,21%","R$ 33.023.409,50","R$ 95,09","1,04","1,16%","-4,59%","-3,48%","-3,48%",N/A,N/A,0
91,ERCR11,Híbrido,"R$ 76.000,00",1.0,"R$ 1,03","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 177.302.795,70","R$ 74.622,39","1,02",N/A,N/A,N/A,N/A,N/A,N/A,0
92,XPML11,Shoppings,"R$ 95,20",43441.0,"R$ 0,85","0,89%","2,01%","3,74%","5,58%","0,67%","0,62%","0,46%","5,58%","1,67%","2,57%","-10,59%","R$ 1.945.352.415,30","R$ 104,13","0,91","0,53%","0,08%","0,61%","1,96%","4,80%",N/A,13
